3.3367003367003365, 1.0003647820533057e-16
3.3411896745230076, 4.976498627097771e-17
3.4713804713804715, 2.951448874623658e-17
3.5881032547699214, 2.849926941504317e-17
3.866442199775533, 2.308996619044017e-17
4.005611672278339, 2.4883483566611498e-17
4.171717171717171, 2.143617629114905e-17
5.217732884399551, 1.300861597968956e-17
5.334455667789001, 1.0866599172506349e-17
5.500561167227834, 1.063254186207793e-17
5.801346801346802, 8.922664498789504e-18
4.503928170594837, 8.514328668677527e-17
4.589225589225589, 7.937371363473736e-17
4.7194163860830525, 7.239167913423166e-17
4.831649831649832, 7.733024612905152e-17
4.984287317620651, 6.960662854947163e-17
4.207631874298541, 7.235101663710183e-17
4.2300785634118965, 6.342213807457574e-17
4.257014590347923, 4.0525142675537e-17
4.652076318742986, 5.0943015180854567e-17
5.204264870931538, 4.038955242693551e-17
5.132435465768799, 2.7201409519741498e-17
6.452300785634119, 1.4284657849346147e-17
6.775533108866442, 1.3496806519799875e-17
7, 1.2807143053806115e-17
